arrival_rate_rps,trial,policy,n_requests,mean_latency_s,p50_latency_s,p90_latency_s,mean_wait_s,p90_wait_s,mean_batch_size,mean_hetero_penalty,throughput_rps
0.35,4,length_similarity_window,300,7.665127732587272,7.4910061795508085,12.909246872259839,3.964809668159514,9.056703795277521,1.74,1.0107437592914663,0.3448021558044277
0.35,4,full_rules_continuous,300,7.65637816617733,7.3076681981653735,13.35296010164417,4.017427395220376,9.022630031800396,1.7066666666666668,1.0104519542461239,0.3448021558044277
0.35,5,fifo_mixed_window,300,5.7464060377980495,5.862600000000022,10.46987288174017,1.9127686804569137,5.2089571394869205,2.16,1.0523687313310666,0.3392780126306968
0.35,5,lane_split_window,300,6.147066205659709,5.932844177034426,11.40552755505978,2.7992033577464976,7.222766605166942,1.9733333333333334,1.0392915530390365,0.3392780126306968
0.35,5,length_similarity_window,300,6.439235363559592,6.346166758965467,11.5849645737003,3.3308204411925755,8.120458076487092,1.4666666666666666,1.0076820238062363,0.3392780126306968
0.35,5,full_rules_continuous,300,6.449040464296374,6.387035941806801,11.5849645737003,3.3793176189132312,8.169507564759735,1.4533333333333334,1.007133532758791,0.3392780126306968
0.35,6,fifo_mixed_window,300,6.192800774950155,6.167711308009807,10.993553389479043,2.0427882224187224,5.234531622131585,2.3266666666666667,1.0569544397946353,0.35781077007503664
0.35,6,lane_split_window,300,6.402107362173888,6.223674719115714,11.292083242194373,2.9173799295022858,7.321469447118921,2.1666666666666665,1.0425082963477685,0.35781077007503664
0.35,6,length_similarity_window,300,6.281080313661517,6.479340837936832,11.126816583055557,2.9476859554869645,6.87624526213235,1.6933333333333334,1.0088795716900714,0.35751921256226465
0.35,6,full_rules_continuous,300,6.78240741579689,6.9178145321724855,11.733902273014051,3.5826377391361603,7.995925653721533,1.5733333333333333,1.007333427327206,0.35751921256226465
0.35,7,fifo_mixed_window,300,6.486028335260312,6.3326675288493135,11.066691893665705,2.076281863924255,5.220791666810152,2.3133333333333335,1.0647012373633624,0.31762216189116527
0.35,7,lane_split_window,300,6.623741639627657,6.2454661428280716,11.490203753256333,2.9671345700273006,7.273018076120582,2.0733333333333333,1.042678927690736,0.31615267211936565
0.35,7,length_similarity_window,300,7.172015012524191,6.839082384353105,12.324623495885602,3.69888562453357,8.5313710002885,1.52,1.0074590253989337,0.31615267211936565
0.35,7,full_rules_continuous,300,7.39907319762123,6.997843707417388,12.738899216638835,4.018420289334508,9.06355114491686,1.5133333333333334,1.0071360139270258,0.31615267211936565
0.35,8,fifo_mixed_window,300,6.860085995944154,6.527775200472433,12.137199335284574,2.3549246348337465,6.063329200626261,2.966666666666667,1.0717511409856169,0.3740677413233083
0.35,8,lane_split_window,300,6.884258323335929,6.445418618176433,12.420638624944894,3.316815798269309,7.586119096181788,2.68,1.0486578235699635,0.37404330835543825
0.35,8,length_similarity_window,300,7.647534123794477,7.475041991363895,13.653243578693578,4.257975567468896,9.047135636045534,1.8533333333333333,1.0124214265638964,0.37407107099615433
0.35,8,full_rules_continuous,300,7.563229333913159,7.210073149327188,12.906314092039242,4.28071387124719,9.033121090118977,1.7666666666666666,1.0105922594530148,0.37407107099615433
0.35,9,fifo_mixed_window,300,6.844303651443571,7.038145811560383,11.466888365340814,2.269205472051119,5.293209985428013,2.7733333333333334,1.068362500545938,0.3639176924199152
0.35,9,lane_split_window,300,7.368153941440884,7.271173115865963,12.820512527198947,3.7235017137379063,8.198023562419998,2.28,1.043926653513109,0.36187346153474487
0.35,9,length_similarity_window,300,7.847610011182769,7.99773838239301,13.156365082802935,4.414397945548062,9.70979987632261,1.8,1.009783537746193,0.3609880744730407
0.35,9,full_rules_continuous,300,7.914443424106296,7.99773838239301,13.362485674559919,4.549671088617867,9.962301265602804,1.8066666666666666,1.009394205879963,0.3609880744730407
0.35,10,fifo_mixed_window,300,6.823010997327466,6.452557120311056,12.252245297186157,2.3202511916565873,6.125582515733221,2.493333333333333,1.0701002437419094,0.3313894917346959
0.35,10,lane_split_window,300,6.55849972751219,6.259114976278906,11.637776585817722,3.039551021260601,7.556395873215953,2.1333333333333333,1.0405580465531181,0.3309185368538849
0.35,10,length_similarity_window,300,7.096695160947212,6.7789706761708,12.541668781661999,3.7892319532365657,9.211793521651533,1.6933333333333334,1.0095493825610113,0.3302368435401365
0.35,10,full_rules_continuous,300,7.242293238130437,6.83113048388941,12.603933592555727,3.989532873775225,9.35628846596489,1.6533333333333333,1.0091540267807741,0.3302368435401365
0.35,11,fifo_mixed_window,300,6.249982721760615,6.382836355618764,10.892982779366523,2.0663734140822325,5.32760273374974,2.38,1.0586212304829525,0.3190372763560839
0.35,11,lane_split_window,300,6.423105591795405,6.085947925006394,12.027331177003806,2.970250723391663,7.861343687199822,2.1933333333333334,1.0348827747186606,0.3190372763560839
0.35,11,length_similarity_window,300,6.7723599101282765,6.368764843872491,12.668174177165216,3.438331503127638,8.331384604327265,1.7733333333333334,1.0107615680104431,0.3190372763560839
0.35,11,full_rules_continuous,300,6.987235235909973,6.539534263100961,12.587311753204972,3.7744851289895407,8.347850543623577,1.7333333333333334,1.009417542976177,0.3190372763560839
